Drug	Concentration	Strain	ControlConc	Rep	SampleID	OD	BackgroundCorrect	PercentInhib
Pentamidine	133.3	Strain1537	1000	Rep1	Plate_09_24hr_B24	0.0917	-0.0083	1.02382893213997
Cloxiquine	0.05	Strain1537	25	Rep1	Plate_09_24hr_C1	0.3542	0.2542	2.86356266353474
Cloxiquine	0.1	Strain1537	50	Rep1	Plate_09_24hr_C2	0.3628	0.2628	2.92383584482996
Cloxiquine	0	Strain1537	500	Rep1	Plate_09_24hr_C3	0.3125	0.2125	2.57130781934746
Cloxiquine	0.25	Strain1537	125	Rep1	Plate_09_24hr_C4	0.2884	0.1884	2.40240274153178
Cloxiquine	0.5	Strain1537	250	Rep1	Plate_09_24hr_C5	0.2988	0.1988	2.47529123984228
Cloxiquine	0.75	Strain1537	375	Rep1	Plate_09_24hr_C6	0.3369	0.2369	2.74231544999901
Cloxiquine	1	Strain1537	500	Rep1	Plate_09_24hr_C7	0.3259	0.2259	2.66522184601675
Cloxiquine	2	Strain1537	25	Rep1	Plate_09_24hr_C8	0.3154	0.2154	2.59163249676096
Cloxiquine	4	Strain1537	50	Rep1	Plate_09_24hr_C9	0.3166	0.2166	2.60004270810448
Cloxiquine	6	Strain1537	75	Rep1	Plate_09_24hr_C10	0.2807	0.1807	2.3484372187442
Cloxiquine	8	Strain1537	100	Rep1	Plate_09_24hr_C11	0.2099	0.1099	1.85223474947659
Cloxiquine	0	Strain1537	1000	Rep1	Plate_09_24hr_C12	0.2794	0.1794	2.33932615645539
Cloxiquine	10	Strain1537	125	Rep1	Plate_09_24hr_C13	0.1752	0.0752	1.60903947145983
Cloxiquine	12	Strain1537	150	Rep1	Plate_09_24hr_C14	0.1316	0.0316	1.30346845931198
Cloxiquine	14	Strain1537	175	Rep1	Plate_09_24hr_C15	0.1076	0.0076	1.1352642324416
Cloxiquine	16	Strain1537	200	Rep1	Plate_09_24hr_C16	0.1078	0.0078	1.13666593433218
Cloxiquine	18	Strain1537	225	Rep1	Plate_09_24hr_C17	0.1061	0.00609999999999999	1.1247514682622
Cloxiquine	20	Strain1537	250	Rep1	Plate_09_24hr_C18	0.0984	-0.0016	1.07078594547462
Cloxiquine	23.33	Strain1537	175	Rep1	Plate_09_24hr_C19	0.0978	-0.00220000000000001	1.06658083980286
Cloxiquine	30	Strain1537	225	Rep1	Plate_09_24hr_C20	0.0953	-0.00470000000000001	1.04905956617053
Cloxiquine	50	Strain1537	375	Rep1	Plate_09_24hr_C21	0.0949	-0.00510000000000001	1.04625616238935
Cloxiquine	73.33	Strain1537	550	Rep1	Plate_09_24hr_C22	0.0925	-0.00750000000000001	1.02943573970232
Cloxiquine	100	Strain1537	750	Rep1	Plate_09_24hr_C23	0.0884	-0.0116	1.00070085094529
Cloxiquine	133.3	Strain1537	1000	Rep1	Plate_09_24hr_C24	0.0887	-0.0113	1.00280340378117
Disulfiram	0.05	Strain1537	25	Rep1	Plate_09_24hr_D1	0.3608	0.2608	2.90981882592409
Disulfiram	0.1	Strain1537	50	Rep1	Plate_09_24hr_D2	0.2727	0.1727	2.29236914312074
Disulfiram	0	Strain1537	500	Rep1	Plate_09_24hr_D3	0.2987	0.1987	2.47459038889699
Disulfiram	0.25	Strain1537	125	Rep1	Plate_09_24hr_D4	0.3146	0.2146	2.58602568919861
Disulfiram	0.5	Strain1537	250	Rep1	Plate_09_24hr_D5	0.3366	0.2366	2.74021289716313
Disulfiram	0.75	Strain1537	375	Rep1	Plate_09_24hr_D6	0.3055	0.2055	2.52224825317693
Disulfiram	1	Strain1537	500	Rep1	Plate_09_24hr_D7	0.3148	0.2148	2.5874273910892
Disulfiram	2	Strain1537	25	Rep1	Plate_09_24hr_D8	0.3286	0.2286	2.68414482153967
Disulfiram	4	Strain1537	50	Rep1	Plate_09_24hr_D9	0.2578	0.1578	2.18794235227205
Disulfiram	6	Strain1537	75	Rep1	Plate_09_24hr_D10	0.1788	0.0788	1.63427010549039
Disulfiram	8	Strain1537	100	Rep1	Plate_09_24hr_D11	0.1213	0.0213	1.23128081194677
Disulfiram	0	Strain1537	1000	Rep1	Plate_09_24hr_D12	0.262	0.162	2.21737809197437
Disulfiram	10	Strain1537	125	Rep1	Plate_09_24hr_D13	0.1087	0.0087	1.14297359283982
Disulfiram	12	Strain1537	150	Rep1	Plate_09_24hr_D14	0.1035	0.00349999999999999	1.10652934368457
Disulfiram	14	Strain1537	175	Rep1	Plate_09_24hr_D15	0.1003	0.000299999999999995	1.08410211343519
Disulfiram	16	Strain1537	200	Rep1	Plate_09_24hr_D16	0.1041	0.00409999999999999	1.11073444935633
Disulfiram	18	Strain1537	225	Rep1	Plate_09_24hr_D17	0.1065	0.00649999999999999	1.12755487204337
Disulfiram	20	Strain1537	250	Rep1	Plate_09_24hr_D18	0.1015	0.0015	1.09251232477871
Disulfiram	23.33	Strain1537	175	Rep1	Plate_09_24hr_D19	0.0999	-0.000100000000000003	1.08129870965402
Disulfiram	30	Strain1537	225	Rep1	Plate_09_24hr_D20	0.0979	-0.0021	1.06728169074815
Disulfiram	50	Strain1537	375	Rep1	Plate_09_24hr_D21	0.0973	-0.00270000000000001	1.06307658507639
Disulfiram	73.33	Strain1537	550	Rep1	Plate_09_24hr_D22	0.097	-0.003	1.06097403224051
Disulfiram	100	Strain1537	750	Rep1	Plate_09_24hr_D23	0.0908	-0.0092	1.01752127363233
Disulfiram	133.3	Strain1537	1000	Rep1	Plate_09_24hr_D24	0.0897	-0.0103	1.00981191323411
Terbinafine	0.05	Strain1537	25	Rep1	Plate_09_24hr_E1	0.3788	0.2788	3.03597199607688
Terbinafine	0.1	Strain1537	50	Rep1	Plate_09_24hr_E2	0.295	0.195	2.44865890392114
Terbinafine	0	Strain1537	500	Rep1	Plate_09_24hr_E3	0.2897	0.1897	2.4115138038206
Terbinafine	0.25	Strain1537	125	Rep1	Plate_09_24hr_E4	0.2904	0.1904	2.41641976043765
Terbinafine	0.5	Strain1537	250	Rep1	Plate_09_24hr_E5	0.249	0.149	2.12626746908625
Terbinafine	0.75	Strain1537	375	Rep1	Plate_09_24hr_E6	0.2683	0.1683	2.26153170152784
Terbinafine	1	Strain1537	500	Rep1	Plate_09_24hr_E7	0.28	0.18	2.34353126212715
Terbinafine	2	Strain1537	25	Rep1	Plate_09_24hr_E8	0.2641	0.1641	2.23209596182553
Terbinafine	4	Strain1537	50	Rep1	Plate_09_24hr_E9	0.2044	0.1044	1.81368794748546
Terbinafine	6	Strain1537	75	Rep1	Plate_09_24hr_E10	0.1755	0.0755	1.61114202429571
Terbinafine	8	Strain1537	100	Rep1	Plate_09_24hr_E11	0.174	0.074	1.60062926011631
Terbinafine	0	Strain1537	1000	Rep1	Plate_09_24hr_E12	0.3066	0.2066	2.52995761357515
Terbinafine	10	Strain1537	125	Rep1	Plate_09_24hr_E13	0.1504	0.0504	1.43522843702711
Terbinafine	12	Strain1537	150	Rep1	Plate_09_24hr_E14	0.1841	0.0841	1.67141520559093
Terbinafine	14	Strain1537	175	Rep1	Plate_09_24hr_E15	0.1476	0.0476	1.41560461055889
Terbinafine	16	Strain1537	200	Rep1	Plate_09_24hr_E16	0.1594	0.0594	1.4983050221035
Terbinafine	18	Strain1537	225	Rep1	Plate_09_24hr_E17	0.1486	0.0486	1.42261312001183
Terbinafine	20	Strain1537	250	Rep1	Plate_09_24hr_E18	0.1364	0.0364	1.33710930468605
Terbinafine	23.33	Strain1537	175	Rep1	Plate_09_24hr_E19	0.1385	0.0385	1.35182717453721
Terbinafine	30	Strain1537	225	Rep1	Plate_09_24hr_E20	0.1307	0.0307	1.29716080080434
Terbinafine	50	Strain1537	375	Rep1	Plate_09_24hr_E21	0.1288	0.0288	1.28384463284376
Terbinafine	73.33	Strain1537	550	Rep1	Plate_09_24hr_E22	0.1323	0.0323	1.30837441592903
Terbinafine	100	Strain1537	750	Rep1	Plate_09_24hr_E23	0.1342	0.0342	1.3216905838896
Terbinafine	133.3	Strain1537	1000	Rep1	Plate_09_24hr_E24	0.1311	0.0311	1.29996420458551
Triclabendazole	0.05	Strain1537	25	Rep1	Plate_09_24hr_F1	0.3896	0.2896	3.11166389816855
Triclabendazole	0.1	Strain1537	50	Rep1	Plate_09_24hr_F2	0.372	0.272	2.98831413179694
Triclabendazole	0	Strain1537	500	Rep1	Plate_09_24hr_F3	0.2627	0.1627	2.22228404859142
Triclabendazole	0.25	Strain1537	125	Rep1	Plate_09_24hr_F4	0.3351	0.2351	2.72970013298373
Triclabendazole	0.5	Strain1537	250	Rep1	Plate_09_24hr_F5	0.3218	0.2218	2.63648695725973
Triclabendazole	0.75	Strain1537	375	Rep1	Plate_09_24hr_F6	0.3568	0.2568	2.88178478811236
Triclabendazole	1	Strain1537	500	Rep1	Plate_09_24hr_F7	0.3114	0.2114	2.56359845894923
Triclabendazole	2	Strain1537	25	Rep1	Plate_09_24hr_F8	0.3568	0.2568	2.88178478811236
Triclabendazole	4	Strain1537	50	Rep1	Plate_09_24hr_F9	0.2423	0.1423	2.0793104557516
Triclabendazole	6	Strain1537	75	Rep1	Plate_09_24hr_F10	0.1872	0.0872	1.69314158489502
Triclabendazole	8	Strain1537	100	Rep1	Plate_09_24hr_F11	0.1131	0.0131	1.17381103443272
Triclabendazole	0	Strain1537	1000	Rep1	Plate_09_24hr_F12	0.3165	0.2165	2.59934185715919
Triclabendazole	10	Strain1537	125	Rep1	Plate_09_24hr_F13	0.1105	0.0105	1.1555889098551
Triclabendazole	12	Strain1537	150	Rep1	Plate_09_24hr_F14	0.1053	0.0053	1.11914466069985
Triclabendazole	14	Strain1537	175	Rep1	Plate_09_24hr_F15	0.1019	0.0019	1.09531572855988
Triclabendazole	16	Strain1537	200	Rep1	Plate_09_24hr_F16	0.1024	0.0024	1.09881998328635
Triclabendazole	18	Strain1537	225	Rep1	Plate_09_24hr_F17	0.1027	0.00269999999999999	1.10092253612223
Triclabendazole	20	Strain1537	250	Rep1	Plate_09_24hr_F18	0.1062	0.0062	1.12545231920749
Triclabendazole	23.33	Strain1537	175	Rep1	Plate_09_24hr_F19	0.1156	0.0156	1.19133230806506
Triclabendazole	30	Strain1537	225	Rep1	Plate_09_24hr_F20	0.1166	0.0166	1.19834081751799
Triclabendazole	50	Strain1537	375	Rep1	Plate_09_24hr_F21	0.1651	0.0651	1.53825352598521
Triclabendazole	73.33	Strain1537	550	Rep1	Plate_09_24hr_F22	0.1815	0.0815	1.6531930810133
Triclabendazole	100	Strain1537	750	Rep1	Plate_09_24hr_F23	0.2111	0.1111	1.86064496082011
Triclabendazole	133.3	Strain1537	1000	Rep1	Plate_09_24hr_F24	0.2828	0.1828	2.36315508859536
OSU-03012	0.05	Strain1537	25	Rep1	Plate_09_24hr_G1	0.3729	0.2729	2.99462179030458
OSU-03012	0.1	Strain1537	50	Rep1	Plate_09_24hr_G2	0.3831	0.2831	3.06610858672449
OSU-03012	0	Strain1537	500	Rep1	Plate_09_24hr_G3	0.3309	0.2309	2.70026439328141
OSU-03012	0.25	Strain1537	125	Rep1	Plate_09_24hr_G4	0.3406	0.2406	2.76824693497486
OSU-03012	0.5	Strain1537	250	Rep1	Plate_09_24hr_G5	0.2937	0.1937	2.43954784163233
OSU-03012	0.75	Strain1537	375	Rep1	Plate_09_24hr_G6	0.3313	0.2313	2.70306779706259
OSU-03012	1	Strain1537	500	Rep1	Plate_09_24hr_G7	0.3246	0.2246	2.65611078372794
OSU-03012	2	Strain1537	25	Rep1	Plate_09_24hr_G8	0.4509	0.3509	3.54128552763331
OSU-03012	4	Strain1537	50	Rep1	Plate_09_24hr_G9	0.1564	0.0564	1.4772794937447
OSU-03012	6	Strain1537	75	Rep1	Plate_09_24hr_G10	0.1021	0.00209999999999999	1.09671743045047
OSU-03012	8	Strain1537	100	Rep1	Plate_09_24hr_G11	0.1006	0.000599999999999989	1.08620466627107
OSU-03012	0	Strain1537	1000	Rep1	Plate_09_24hr_G12	0.4025	0.3025	3.20207367011138
OSU-03012	10	Strain1537	125	Rep1	Plate_09_24hr_G13	0.1058	0.0058	1.12264891542632
OSU-03012	12	Strain1537	150	Rep1	Plate_09_24hr_G14	0.1041	0.00409999999999999	1.11073444935633
OSU-03012	14	Strain1537	175	Rep1	Plate_09_24hr_G15	0.103	0.00299999999999999	1.10302508895811
OSU-03012	16	Strain1537	200	Rep1	Plate_09_24hr_G16	0.1051	0.00509999999999999	1.11774295880927
OSU-03012	18	Strain1537	225	Rep1	Plate_09_24hr_G17	0.102	0.00199999999999999	1.09601657950517
OSU-03012	20	Strain1537	250	Rep1	Plate_09_24hr_G18	0.0997	-0.000300000000000009	1.07989700776343
OSU-03012	23.33	Strain1537	175	Rep1	Plate_09_24hr_G19	0.104	0.00399999999999999	1.11003359841104
OSU-03012	30	Strain1537	225	Rep1	Plate_09_24hr_G20	0.1094	0.00939999999999999	1.14787954945687
OSU-03012	50	Strain1537	375	Rep1	Plate_09_24hr_G21	0.1048	0.0048	1.11564040597339
OSU-03012	73.33	Strain1537	550	Rep1	Plate_09_24hr_G22	0.1836	0.0836	1.66791095086446
OSU-03012	100	Strain1537	750	Rep1	Plate_09_24hr_G23	0.1991	0.0991	1.77654284738492
OSU-03012	133.3	Strain1537	1000	Rep1	Plate_09_24hr_G24	0.3228	0.2228	2.64349546671266
Nitroxoline	0.05	Strain1537	25	Rep1	Plate_09_24hr_H1	0.3562	0.2562	2.8775796824406
Nitroxoline	0.1	Strain1537	50	Rep1	Plate_09_24hr_H2	0.3631	0.2631	2.92593839766584
Nitroxoline	0	Strain1537	500	Rep1	Plate_09_24hr_H3	0.2955	0.1955	2.4521631586476
Nitroxoline	0.25	Strain1537	125	Rep1	Plate_09_24hr_H4	0.304	0.204	2.51173548899753
Nitroxoline	0.5	Strain1537	250	Rep1	Plate_09_24hr_H5	0.3026	0.2026	2.50192357576343
Nitroxoline	0.75	Strain1537	375	Rep1	Plate_09_24hr_H6	0.311	0.211	2.56079505516806
Nitroxoline	1	Strain1537	500	Rep1	Plate_09_24hr_H7	0.2942	0.1942	2.44305209635879
Nitroxoline	2	Strain1537	25	Rep1	Plate_09_24hr_H8	0.1475	0.0475	1.4149037596136
Nitroxoline	4	Strain1537	50	Rep1	Plate_09_24hr_H9	0.1062	0.0062	1.12545231920749
Nitroxoline	6	Strain1537	75	Rep1	Plate_09_24hr_H10	0.1055	0.00549999999999999	1.12054636259044
Nitroxoline	8	Strain1537	100	Rep1	Plate_09_24hr_H11	0.1024	0.0024	1.09881998328635
Nitroxoline	0	Strain1537	1000	Rep1	Plate_09_24hr_H12	0.4683	0.3683	3.66323359211433
Nitroxoline	10	Strain1537	125	Rep1	Plate_09_24hr_H13	0.1043	0.0043	1.11213615124692
Nitroxoline	12	Strain1537	150	Rep1	Plate_09_24hr_H14	0.1016	0.00159999999999999	1.093213175724
Nitroxoline	14	Strain1537	175	Rep1	Plate_09_24hr_H15	0.1009	0.000899999999999998	1.08830721910695
Nitroxoline	16	Strain1537	200	Rep1	Plate_09_24hr_H16	0.0993	-0.000700000000000006	1.07709360398226
Nitroxoline	18	Strain1537	225	Rep1	Plate_09_24hr_H17	0.0987	-0.00130000000000001	1.0728884983105
Nitroxoline	20	Strain1537	250	Rep1	Plate_09_24hr_H18	0.0972	-0.00280000000000001	1.0623757341311
Nitroxoline	23.33	Strain1537	175	Rep1	Plate_09_24hr_H19	0.0984	-0.0016	1.07078594547462
Nitroxoline	30	Strain1537	225	Rep1	Plate_09_24hr_H20	0.0964	-0.00360000000000001	1.05676892656875
Nitroxoline	50	Strain1537	375	Rep1	Plate_09_24hr_H21	0.092	-0.00800000000000001	1.02593148497585
Nitroxoline	73.33	Strain1537	550	Rep1	Plate_09_24hr_H22	0.0887	-0.0113	1.00280340378117
Nitroxoline	100	Strain1537	750	Rep1	Plate_09_24hr_H23	0.0897	-0.0103	1.00981191323411
Nitroxoline	133.3	Strain1537	1000	Rep1	Plate_09_24hr_H24	0.1015	0.0015	1.09251232477871
Caspofungin	0.001	Strain1537	25	Rep1	Plate_09_24hr_I1	0.3584	0.2584	2.89299840323706
Caspofungin	0.005	Strain1537	125	Rep1	Plate_09_24hr_I2	0.2861	0.1861	2.38628316979004
Caspofungin	0	Strain1537	250	Rep1	Plate_09_24hr_I3	0.3253	0.2253	2.66101674034499
Caspofungin	0.01	Strain1537	250	Rep1	Plate_09_24hr_I4	0.3228	0.2228	2.64349546671266
Caspofungin	0.05	Strain1537	25	Rep1	Plate_09_24hr_I5	0.3337	0.2337	2.71988821974962
Caspofungin	0.1	Strain1537	50	Rep1	Plate_09_24hr_I6	0.3456	0.2456	2.80328948223952
Caspofungin	0.25	Strain1537	125	Rep1	Plate_09_24hr_I7	0.1163	0.0163	1.19623826468211
Caspofungin	0.5	Strain1537	250	Rep1	Plate_09_24hr_I8	0.1043	0.0043	1.11213615124692
Caspofungin	1	Strain1537	500	Rep1	Plate_09_24hr_I9	0.1068	0.0068	1.12965742487925
Caspofungin	1.5	Strain1537	25	Rep1	Plate_09_24hr_I10	0.1104	0.0104	1.15488805890981
Caspofungin	3	Strain1537	50	Rep1	Plate_09_24hr_I11	0.1139	0.0139	1.17941784199507
Caspofungin	0	Strain1537	100	Rep1	Plate_09_24hr_I12	0.3573	0.2573	2.88528904283883
Caspofungin	6	Strain1537	100	Rep1	Plate_09_24hr_I13	0.1347	0.0347	1.32519483861607
Caspofungin	7.5	Strain1537	125	Rep1	Plate_09_24hr_I14	0.1442	0.0442	1.39177567841892
Caspofungin	9	Strain1537	150	Rep1	Plate_09_24hr_I15	0.1518	0.0518	1.44504035026121
Caspofungin	15	Strain1537	250	Rep1	Plate_09_24hr_I16	0.1653	0.0653	1.5396552278758
Caspofungin	21	Strain1537	350	Rep1	Plate_09_24hr_I17	0.1688	0.0688	1.56418501096106
Caspofungin	30	Strain1537	500	Rep1	Plate_09_24hr_I18	0.1468	0.0468	1.40999780299655
Caspofungin	42	Strain1537	700	Rep1	Plate_09_24hr_I19	0.1259	0.0259	1.26351995543026
Caspofungin	51	Strain1537	850	Rep1	Plate_09_24hr_I20	0.1164	0.0164	1.1969391156274
Caspofungin	60	Strain1537	450	Rep1	Plate_09_24hr_I21	0.1102	0.0102	1.15348635701922
Caspofungin	70	Strain1537	525	Rep1	Plate_09_24hr_I22	0.1012	0.00119999999999999	1.09040977194283
Caspofungin	100	Strain1537	750	Rep1	Plate_09_24hr_I23	0.0941	-0.0059	1.04064935482701
Caspofungin	133.3	Strain1537	1000	Rep1	Plate_09_24hr_I24	0.1023	0.0023	1.09811913234105
Posaconazole	1e-04	Strain1537	25	Rep1	Plate_09_24hr_J1	0.3446	0.2446	2.79628097278659
Posaconazole	2e-04	Strain1537	50	Rep1	Plate_09_24hr_J2	0.3479	0.2479	2.81940905398127
Posaconazole	0	Strain1537	250	Rep1	Plate_09_24hr_J3	0.2823	0.1823	2.3596508338689
Posaconazole	5e-04	Strain1537	125	Rep1	Plate_09_24hr_J4	0.3287	0.2287	2.68484567248496
Posaconazole	0.001	Strain1537	25	Rep1	Plate_09_24hr_J5	0.41	0.31	3.25463749100837
Posaconazole	0.005	Strain1537	125	Rep1	Plate_09_24hr_J6	0.3327	0.2327	2.71287971029669
Posaconazole	0.01	Strain1537	250	Rep1	Plate_09_24hr_J7	0.2734	0.1734	2.2972750997378
Posaconazole	0.05	Strain1537	25	Rep1	Plate_09_24hr_J8	0.2725	0.1725	2.29096744123016
Posaconazole	0.1	Strain1537	50	Rep1	Plate_09_24hr_J9	0.1573	0.0573	1.48358715225234
Posaconazole	0.2	Strain1537	100	Rep1	Plate_09_24hr_J10	0.1092	0.0092	1.14647784756629
Posaconazole	0.35	Strain1537	175	Rep1	Plate_09_24hr_J11	0.1103	0.0103	1.15418720796451
Posaconazole	0	Strain1537	100	Rep1	Plate_09_24hr_J12	0.4026	0.3026	3.20277452105667
Posaconazole	0.5	Strain1537	250	Rep1	Plate_09_24hr_J13	0.1081	0.0081	1.13876848716806
Posaconazole	0.7	Strain1537	350	Rep1	Plate_09_24hr_J14	0.1097	0.0097	1.14998210229275
Posaconazole	0.75	Strain1537	375	Rep1	Plate_09_24hr_J15	0.1114	0.0114	1.16189656836274
Posaconazole	1	Strain1537	500	Rep1	Plate_09_24hr_J16	0.1088	0.00879999999999999	1.14367444378512
Posaconazole	1.35	Strain1537	675	Rep1	Plate_09_24hr_J17	0.1068	0.0068	1.12965742487925
Posaconazole	2	Strain1537	25	Rep1	Plate_09_24hr_J18	0.105	0.00499999999999999	1.11704210786397
Posaconazole	4	Strain1537	50	Rep1	Plate_09_24hr_J19	0.1027	0.00269999999999999	1.10092253612223
Posaconazole	6	Strain1537	75	Rep1	Plate_09_24hr_J20	0.103	0.00299999999999999	1.10302508895811
Posaconazole	8	Strain1537	100	Rep1	Plate_09_24hr_J21	0.0983	-0.00170000000000001	1.07008509452932
Posaconazole	10	Strain1537	125	Rep1	Plate_09_24hr_J22	0.0964	-0.00360000000000001	1.05676892656875
Posaconazole	14	Strain1537	175	Rep1	Plate_09_24hr_J23	0.1052	0.0052	1.11844380975456
Posaconazole	20	Strain1537	250	Rep1	Plate_09_24hr_J24	0.1737	0.0737	1.59852670728043
Clioquinol	1e-04	Strain1537	25	Rep1	Plate_09_24hr_K1	0.3405	0.2405	2.76754608402957
Clioquinol	2e-04	Strain1537	50	Rep1	Plate_09_24hr_K2	0.4265	0.3265	3.37027789698176
Clioquinol	0	Strain1537	250	Rep1	Plate_09_24hr_K3	0.3236	0.2236	2.64910227427501
Clioquinol	5e-04	Strain1537	125	Rep1	Plate_09_24hr_K4	0.3589	0.2589	2.89650265796352
Clioquinol	0.001	Strain1537	25	Rep1	Plate_09_24hr_K5	0.3946	0.2946	3.14670644543321
Clioquinol	0.005	Strain1537	125	Rep1	Plate_09_24hr_K6	0.314	0.214	2.58182058352685
Clioquinol	0.01	Strain1537	250	Rep1	Plate_09_24hr_K7	0.4072	0.3072	3.23501366454016
Clioquinol	0.05	Strain1537	25	Rep1	Plate_09_24hr_K8	0.4071	0.3071	3.23431281359487
Clioquinol	0.1	Strain1537	50	Rep1	Plate_09_24hr_K9	0.3658	0.2658	2.94486137318876
Clioquinol	0.2	Strain1537	100	Rep1	Plate_09_24hr_K10	0.3385	0.2385	2.7535290651237
Clioquinol	0.35	Strain1537	175	Rep1	Plate_09_24hr_K11	0.1937	0.0937	1.73869689633908
Clioquinol	0	Strain1537	100	Rep1	Plate_09_24hr_K12	0.3807	0.2807	3.04928816403745
Clioquinol	0.5	Strain1537	250	Rep1	Plate_09_24hr_K13	0.1053	0.0053	1.11914466069985
