Drug	Concentration	Strain	ControlConc	Rep	SampleID	OD	BackgroundCorrect	PercentInhib
Disulfiram	0	Strain1537	1000	Rep1	Plate_01_24hr_D12	0.4077	0.3077	2.17266077115472
Disulfiram	10	Strain1537	125	Rep1	Plate_01_24hr_D13	0.1201	0.0201	1.11873190307942
Disulfiram	12	Strain1537	150	Rep1	Plate_01_24hr_D14	0.1071	0.0071	1.07109255925126
Disulfiram	14	Strain1537	175	Rep1	Plate_01_24hr_D15	0.111	0.011	1.0853843623997
Disulfiram	16	Strain1537	200	Rep1	Plate_01_24hr_D16	0.1125	0.0125	1.09088120976449
Disulfiram	18	Strain1537	225	Rep1	Plate_01_24hr_D17	0.1148	0.0148	1.09930970905717
Disulfiram	20	Strain1537	250	Rep1	Plate_01_24hr_D18	0.1083	0.00829999999999999	1.07549003714309
Disulfiram	23.33	Strain1537	175	Rep1	Plate_01_24hr_D19	0.1072	0.0072	1.07145901574224
Disulfiram	30	Strain1537	225	Rep1	Plate_01_24hr_D20	0.1053	0.0053	1.06449634241351
Disulfiram	50	Strain1537	375	Rep1	Plate_01_24hr_D21	0.1054	0.00539999999999999	1.0648627989045
Disulfiram	73.33	Strain1537	550	Rep1	Plate_01_24hr_D22	0.1079	0.00789999999999999	1.07402421117914
Disulfiram	100	Strain1537	750	Rep1	Plate_01_24hr_D23	0.1074	0.00739999999999999	1.07219192872421
Disulfiram	133.3	Strain1537	1000	Rep1	Plate_01_24hr_D24	0.1042	0.0042	1.06046532101267
Terbinafine	0.05	Strain1537	25	Rep1	Plate_01_24hr_E1	0.379	0.279	2.06748775824178
Terbinafine	0.1	Strain1537	50	Rep1	Plate_01_24hr_E2	0.3111	0.2111	1.81866380086239
Terbinafine	0	Strain1537	500	Rep1	Plate_01_24hr_E3	0.4356	0.3356	2.27490213213977
Terbinafine	0.25	Strain1537	125	Rep1	Plate_01_24hr_E4	0.324	0.224	1.86593668819956
Terbinafine	0.5	Strain1537	250	Rep1	Plate_01_24hr_E5	0.2318	0.1318	1.52806380351061
Terbinafine	0.75	Strain1537	375	Rep1	Plate_01_24hr_E6	0.2758	0.1758	1.68930465954438
Terbinafine	1	Strain1537	500	Rep1	Plate_01_24hr_E7	0.227	0.127	1.51047389194329
Terbinafine	2	Strain1537	25	Rep1	Plate_01_24hr_E8	0.2561	0.1561	1.61711273082017
Terbinafine	4	Strain1537	50	Rep1	Plate_01_24hr_E9	0.1829	0.0829	1.34886657941853
Terbinafine	6	Strain1537	75	Rep1	Plate_01_24hr_E10	0.1516	0.0516	1.23416569773996
Terbinafine	8	Strain1537	100	Rep1	Plate_01_24hr_E11	0.1551	0.0551	1.24699167492446
Terbinafine	0	Strain1537	1000	Rep1	Plate_01_24hr_E12	0.4401	0.3401	2.29139267423414
Terbinafine	10	Strain1537	125	Rep1	Plate_01_24hr_E13	0.1601	0.0601	1.26531449947376
Terbinafine	12	Strain1537	150	Rep1	Plate_01_24hr_E14	0.1369	0.0369	1.18029659356504
Terbinafine	14	Strain1537	175	Rep1	Plate_01_24hr_E15	0.1506	0.0506	1.2305011328301
Terbinafine	16	Strain1537	200	Rep1	Plate_01_24hr_E16	0.152	0.052	1.2356315237039
Terbinafine	18	Strain1537	225	Rep1	Plate_01_24hr_E17	0.146	0.046	1.21364413424475
Terbinafine	20	Strain1537	250	Rep1	Plate_01_24hr_E18	0.1422	0.0422	1.19971878758729
Terbinafine	23.33	Strain1537	175	Rep1	Plate_01_24hr_E19	0.1298	0.0298	1.15427818270504
Terbinafine	30	Strain1537	225	Rep1	Plate_01_24hr_E20	0.1301	0.0301	1.155377552178
Terbinafine	50	Strain1537	375	Rep1	Plate_01_24hr_E21	0.1345	0.0345	1.17150163778138
Terbinafine	73.33	Strain1537	550	Rep1	Plate_01_24hr_E22	0.1268	0.0268	1.14328448797547
Terbinafine	100	Strain1537	750	Rep1	Plate_01_24hr_E23	0.1244	0.0244	1.13448953219181
Terbinafine	133.3	Strain1537	1000	Rep1	Plate_01_24hr_E24	0.1176	0.0176	1.10957049080477
Triclabendazole	0.05	Strain1537	25	Rep1	Plate_01_24hr_F1	0.3777	0.2777	2.06272382385897
Triclabendazole	0.1	Strain1537	50	Rep1	Plate_01_24hr_F2	0.3656	0.2656	2.01838258844968
Triclabendazole	0	Strain1537	500	Rep1	Plate_01_24hr_F3	0.3744	0.2744	2.05063075965643
Triclabendazole	0.25	Strain1537	125	Rep1	Plate_01_24hr_F4	0.3592	0.2592	1.99492937302658
Triclabendazole	0.5	Strain1537	250	Rep1	Plate_01_24hr_F5	0.3303	0.2303	1.88902344713167
Triclabendazole	0.75	Strain1537	375	Rep1	Plate_01_24hr_F6	0.3959	0.2959	2.12941890521839
Triclabendazole	1	Strain1537	500	Rep1	Plate_01_24hr_F7	0.3146	0.2146	1.83148977804689
Triclabendazole	2	Strain1537	25	Rep1	Plate_01_24hr_F8	0.4001	0.3001	2.1448100778398
Triclabendazole	4	Strain1537	50	Rep1	Plate_01_24hr_F9	0.3308	0.2308	1.8908557295866
Triclabendazole	6	Strain1537	75	Rep1	Plate_01_24hr_F10	0.2064	0.1064	1.4349838548002
Triclabendazole	8	Strain1537	100	Rep1	Plate_01_24hr_F11	0.1729	0.0729	1.31222093031994
Triclabendazole	0	Strain1537	1000	Rep1	Plate_01_24hr_F12	0.4748	0.3748	2.41855307660623
Triclabendazole	10	Strain1537	125	Rep1	Plate_01_24hr_F13	0.1146	0.0146	1.09857679607519
Triclabendazole	12	Strain1537	150	Rep1	Plate_01_24hr_F14	0.1047	0.0047	1.06229760346759
Triclabendazole	14	Strain1537	175	Rep1	Plate_01_24hr_F15	0.1032	0.00319999999999999	1.05680075610281
Triclabendazole	16	Strain1537	200	Rep1	Plate_01_24hr_F16	0.1029	0.0029	1.05570138662985
Triclabendazole	18	Strain1537	225	Rep1	Plate_01_24hr_F17	0.1025	0.00249999999999999	1.05423556066591
Triclabendazole	20	Strain1537	250	Rep1	Plate_01_24hr_F18	0.1007	0.000699999999999992	1.04763934382816
Triclabendazole	23.33	Strain1537	175	Rep1	Plate_01_24hr_F19	0.1563	0.0563	1.25138915281629
Triclabendazole	30	Strain1537	225	Rep1	Plate_01_24hr_F20	0.1635	0.0635	1.27777402016727
Triclabendazole	50	Strain1537	375	Rep1	Plate_01_24hr_F21	0.2287	0.1287	1.51670365229005
Triclabendazole	73.33	Strain1537	550	Rep1	Plate_01_24hr_F22	0.211	0.111	1.45184085338555
Triclabendazole	100	Strain1537	750	Rep1	Plate_01_24hr_F23	0.2274	0.1274	1.51193971790723
Triclabendazole	133.3	Strain1537	1000	Rep1	Plate_01_24hr_F24	0.2582	0.1582	1.62480831713087
OSU-03012	0.05	Strain1537	25	Rep1	Plate_01_24hr_G1	0.3878	0.2878	2.09973592944854
OSU-03012	0.1	Strain1537	50	Rep1	Plate_01_24hr_G2	0.4298	0.3298	2.25364765566259
OSU-03012	0	Strain1537	500	Rep1	Plate_01_24hr_G3	0.3918	0.2918	2.11439418908797
OSU-03012	0.25	Strain1537	125	Rep1	Plate_01_24hr_G4	0.3199	0.2199	1.85091197206914
OSU-03012	0.5	Strain1537	250	Rep1	Plate_01_24hr_G5	0.3646	0.2646	2.01471802353982
OSU-03012	0.75	Strain1537	375	Rep1	Plate_01_24hr_G6	0.3498	0.2498	1.96048246287391
OSU-03012	1	Strain1537	500	Rep1	Plate_01_24hr_G7	0.3691	0.2691	2.03120856563418
OSU-03012	2	Strain1537	25	Rep1	Plate_01_24hr_G8	0.5248	0.4248	2.60178132209915
OSU-03012	4	Strain1537	50	Rep1	Plate_01_24hr_G9	0.1632	0.0632	1.27667465069432
OSU-03012	6	Strain1537	75	Rep1	Plate_01_24hr_G10	0.0977	-0.00230000000000001	1.03664564909858
OSU-03012	8	Strain1537	100	Rep1	Plate_01_24hr_G11	0.0977	-0.00230000000000001	1.03664564909858
OSU-03012	0	Strain1537	1000	Rep1	Plate_01_24hr_G12	0.5466	0.4466	2.68166883713407
OSU-03012	10	Strain1537	125	Rep1	Plate_01_24hr_G13	0.1066	0.00659999999999999	1.06926027679633
OSU-03012	12	Strain1537	150	Rep1	Plate_01_24hr_G14	0.0984	-0.0016	1.03921084453549
OSU-03012	14	Strain1537	175	Rep1	Plate_01_24hr_G15	0.0988	-0.00120000000000001	1.04067667049943
OSU-03012	16	Strain1537	200	Rep1	Plate_01_24hr_G16	0.102	0.00199999999999999	1.05240327821098
OSU-03012	18	Strain1537	225	Rep1	Plate_01_24hr_G17	0.1037	0.00369999999999999	1.05863303855774
OSU-03012	20	Strain1537	250	Rep1	Plate_01_24hr_G18	0.1045	0.00449999999999999	1.06156469048562
OSU-03012	23.33	Strain1537	175	Rep1	Plate_01_24hr_G19	0.1017	0.00169999999999999	1.05130390873802
OSU-03012	30	Strain1537	225	Rep1	Plate_01_24hr_G20	0.0979	-0.0021	1.03737856208056
OSU-03012	50	Strain1537	375	Rep1	Plate_01_24hr_G21	0.1659	0.0659	1.28656897595093
OSU-03012	73.33	Strain1537	550	Rep1	Plate_01_24hr_G22	0.197	0.097	1.40053694464753
OSU-03012	100	Strain1537	750	Rep1	Plate_01_24hr_G23	0.2744	0.1744	1.68417426867058
OSU-03012	133.3	Strain1537	1000	Rep1	Plate_01_24hr_G24	0.3295	0.2295	1.88609179520379
Nitroxoline	0.05	Strain1537	25	Rep1	Plate_01_24hr_H1	0.4032	0.3032	2.15617022906036
Nitroxoline	0.1	Strain1537	50	Rep1	Plate_01_24hr_H2	0.3312	0.2312	1.89232155555055
Nitroxoline	0	Strain1537	500	Rep1	Plate_01_24hr_H3	0.4329	0.3329	2.26500780688315
Nitroxoline	0.25	Strain1537	125	Rep1	Plate_01_24hr_H4	0.3337	0.2337	1.90148296782519
Nitroxoline	0.5	Strain1537	250	Rep1	Plate_01_24hr_H5	0.2848	0.1848	1.72228574373311
Nitroxoline	0.75	Strain1537	375	Rep1	Plate_01_24hr_H6	0.3187	0.2187	1.84651449417731
Nitroxoline	1	Strain1537	500	Rep1	Plate_01_24hr_H7	0.3665	0.2665	2.02168069686855
Nitroxoline	2	Strain1537	25	Rep1	Plate_01_24hr_H8	0.2201	0.1201	1.48518839406527
Nitroxoline	4	Strain1537	50	Rep1	Plate_01_24hr_H9	0.1034	0.0034	1.05753366908478
Nitroxoline	6	Strain1537	75	Rep1	Plate_01_24hr_H10	0.1041	0.00409999999999999	1.06009886452168
Nitroxoline	8	Strain1537	100	Rep1	Plate_01_24hr_H11	0.1011	0.00109999999999999	1.0491051697921
Nitroxoline	0	Strain1537	1000	Rep1	Plate_01_24hr_H12	0.5985	0.4985	2.87185975595572
Nitroxoline	10	Strain1537	125	Rep1	Plate_01_24hr_H13	0.1064	0.00639999999999999	1.06852736381435
Nitroxoline	12	Strain1537	150	Rep1	Plate_01_24hr_H14	0.1006	0.000599999999999989	1.04727288733717
Nitroxoline	14	Strain1537	175	Rep1	Plate_01_24hr_H15	0.0998	-0.000200000000000006	1.04434123540929
Nitroxoline	16	Strain1537	200	Rep1	Plate_01_24hr_H16	0.0983	-0.00170000000000001	1.0388443880445
Nitroxoline	18	Strain1537	225	Rep1	Plate_01_24hr_H17	0.0951	-0.0049	1.02711778033295
Nitroxoline	20	Strain1537	250	Rep1	Plate_01_24hr_H18	0.0913	-0.0087	1.01319243367549
Nitroxoline	23.33	Strain1537	175	Rep1	Plate_01_24hr_H19	0.093	-0.00700000000000001	1.01942219402225
Nitroxoline	30	Strain1537	225	Rep1	Plate_01_24hr_H20	0.0912	-0.0088	1.0128259771845
Nitroxoline	50	Strain1537	375	Rep1	Plate_01_24hr_H21	0.0899	-0.0101	1.00806204280169
Nitroxoline	73.33	Strain1537	550	Rep1	Plate_01_24hr_H22	0.089	-0.011	1.00476393438282
Nitroxoline	100	Strain1537	750	Rep1	Plate_01_24hr_H23	0.0887	-0.0113	1.00366456490986
Nitroxoline	133.3	Strain1537	1000	Rep1	Plate_01_24hr_H24	0.0896	-0.0104	1.00696267332873
Caspofungin	0.001	Strain1537	25	Rep1	Plate_01_24hr_I1	0.4134	0.3134	2.19354879114091
Caspofungin	0.005	Strain1537	125	Rep1	Plate_01_24hr_I2	0.3386	0.2386	1.9194393358835
Caspofungin	0	Strain1537	250	Rep1	Plate_01_24hr_I3	0.3873	0.2873	2.09790364699361
Caspofungin	0.01	Strain1537	250	Rep1	Plate_01_24hr_I4	0.3053	0.2053	1.79740932438521
Caspofungin	0.05	Strain1537	25	Rep1	Plate_01_24hr_I5	0.4861	0.3861	2.45996266008763
Caspofungin	0.1	Strain1537	50	Rep1	Plate_01_24hr_I6	0.3959	0.2959	2.12941890521839
Caspofungin	0.25	Strain1537	125	Rep1	Plate_01_24hr_I7	0.1085	0.00849999999999999	1.07622295012506
Caspofungin	0.5	Strain1537	250	Rep1	Plate_01_24hr_I8	0.1093	0.00929999999999999	1.07915460205294
Caspofungin	1	Strain1537	500	Rep1	Plate_01_24hr_I9	0.101	0.001	1.04873871330112
Caspofungin	1.5	Strain1537	25	Rep1	Plate_01_24hr_I10	0.1096	0.0096	1.0802539715259
Caspofungin	3	Strain1537	50	Rep1	Plate_01_24hr_I11	0.1183	0.0183	1.11213568624167
Caspofungin	0	Strain1537	100	Rep1	Plate_01_24hr_I12	0.5214	0.4214	2.58932180140563
Caspofungin	6	Strain1537	100	Rep1	Plate_01_24hr_I13	0.1593	0.0593	1.26238284754587
Caspofungin	7.5	Strain1537	125	Rep1	Plate_01_24hr_I14	0.1439	0.0439	1.20594854793405
Caspofungin	9	Strain1537	150	Rep1	Plate_01_24hr_I15	0.1513	0.0513	1.233066328267
Caspofungin	15	Strain1537	250	Rep1	Plate_01_24hr_I16	0.1669	0.0669	1.29023354086079
Caspofungin	21	Strain1537	350	Rep1	Plate_01_24hr_I17	0.1494	0.0494	1.22610365493827
Caspofungin	30	Strain1537	500	Rep1	Plate_01_24hr_I18	0.1293	0.0293	1.15244590025011
Caspofungin	42	Strain1537	700	Rep1	Plate_01_24hr_I19	0.1241	0.0241	1.13339016271885
Caspofungin	51	Strain1537	850	Rep1	Plate_01_24hr_I20	0.1167	0.0167	1.1062723823859
Caspofungin	60	Strain1537	450	Rep1	Plate_01_24hr_I21	0.1055	0.00549999999999999	1.06522925539548
Caspofungin	70	Strain1537	525	Rep1	Plate_01_24hr_I22	0.099	-0.001	1.0414095834814
Caspofungin	100	Strain1537	750	Rep1	Plate_01_24hr_I23	0.0955	-0.0045	1.0285836062969
Caspofungin	133.3	Strain1537	1000	Rep1	Plate_01_24hr_I24	0.094	-0.00600000000000001	1.02308675893211
Posaconazole	1e-04	Strain1537	25	Rep1	Plate_01_24hr_J1	0.3362	0.2362	1.91064438009984
Posaconazole	2e-04	Strain1537	50	Rep1	Plate_01_24hr_J2	0.3284	0.2284	1.88206077380294
Posaconazole	0	Strain1537	250	Rep1	Plate_01_24hr_J3	0.4161	0.3161	2.20344311639753
Posaconazole	5e-04	Strain1537	125	Rep1	Plate_01_24hr_J4	0.34	0.24	1.9245697267573
Posaconazole	0.001	Strain1537	25	Rep1	Plate_01_24hr_J5	0.5045	0.4045	2.52739065442902
Posaconazole	0.005	Strain1537	125	Rep1	Plate_01_24hr_J6	0.3445	0.2445	1.94106026885166
Posaconazole	0.01	Strain1537	250	Rep1	Plate_01_24hr_J7	0.2411	0.1411	1.56214425717229
Posaconazole	0.05	Strain1537	25	Rep1	Plate_01_24hr_J8	0.3299	0.2299	1.88755762116773
Posaconazole	0.1	Strain1537	50	Rep1	Plate_01_24hr_J9	0.1784	0.0784	1.33237603732417
Posaconazole	0.2	Strain1537	100	Rep1	Plate_01_24hr_J10	0.1068	0.0068	1.0699931897783
Posaconazole	0.35	Strain1537	175	Rep1	Plate_01_24hr_J11	0.1116	0.0116	1.08758310134562
Posaconazole	0	Strain1537	100	Rep1	Plate_01_24hr_J12	0.5459	0.4459	2.67910364169717
Posaconazole	0.5	Strain1537	250	Rep1	Plate_01_24hr_J13	0.1097	0.0097	1.08062042801689
Posaconazole	0.7	Strain1537	350	Rep1	Plate_01_24hr_J14	0.1027	0.00269999999999999	1.05496847364788
Posaconazole	0.75	Strain1537	375	Rep1	Plate_01_24hr_J15	0.1058	0.0058	1.06632862486844
Posaconazole	1	Strain1537	500	Rep1	Plate_01_24hr_J16	0.1088	0.00879999999999999	1.07732231959801
Posaconazole	1.35	Strain1537	675	Rep1	Plate_01_24hr_J17	0.1003	0.000299999999999995	1.04617351786422
Posaconazole	2	Strain1537	25	Rep1	Plate_01_24hr_J18	0.1012	0.00119999999999999	1.04947162628309
Posaconazole	4	Strain1537	50	Rep1	Plate_01_24hr_J19	0.1001	9.9999999999989e-05	1.04544060488225
Posaconazole	6	Strain1537	75	Rep1	Plate_01_24hr_J20	0.1004	0.000399999999999998	1.0465399743552
Posaconazole	8	Strain1537	100	Rep1	Plate_01_24hr_J21	0.0994	-0.000600000000000003	1.04287540944534
Posaconazole	10	Strain1537	125	Rep1	Plate_01_24hr_J22	0.0979	-0.0021	1.03737856208056
Posaconazole	14	Strain1537	175	Rep1	Plate_01_24hr_J23	0.0967	-0.00330000000000001	1.03298108418873
Posaconazole	20	Strain1537	250	Rep1	Plate_01_24hr_J24	0.1083	0.00829999999999999	1.07549003714309
Clioquinol	1e-04	Strain1537	25	Rep1	Plate_01_24hr_K1	0.4061	0.3061	2.16679746729895
Clioquinol	2e-04	Strain1537	50	Rep1	Plate_01_24hr_K2	0.3894	0.2894	2.10559923330431
Clioquinol	0	Strain1537	250	Rep1	Plate_01_24hr_K3	0.3607	0.2607	2.00042622039137
Clioquinol	5e-04	Strain1537	125	Rep1	Plate_01_24hr_K4	0.3333	0.2333	1.90001714186125
Clioquinol	0.001	Strain1537	25	Rep1	Plate_01_24hr_K5	0.409	0.309	2.17742470553754
Clioquinol	0.005	Strain1537	125	Rep1	Plate_01_24hr_K6	0.3899	0.2899	2.10743151575924
Clioquinol	0.01	Strain1537	250	Rep1	Plate_01_24hr_K7	0.335	0.235	1.90624690220801
Clioquinol	0.05	Strain1537	25	Rep1	Plate_01_24hr_K8	0.5296	0.4296	2.61937123366647
Clioquinol	0.1	Strain1537	50	Rep1	Plate_01_24hr_K9	0.4863	0.3863	2.4606955730696
Clioquinol	0.2	Strain1537	100	Rep1	Plate_01_24hr_K10	0.4461	0.3461	2.31338006369329
Clioquinol	0.35	Strain1537	175	Rep1	Plate_01_24hr_K11	0.3221	0.2221	1.85897401487083
Clioquinol	0	Strain1537	100	Rep1	Plate_01_24hr_K12	0.4156	0.3156	2.2016108339426
Clioquinol	0.5	Strain1537	250	Rep1	Plate_01_24hr_K13	0.1253	0.0253	1.13778764061068
Clioquinol	0.7	Strain1537	350	Rep1	Plate_01_24hr_K14	0.0924	-0.00760000000000001	1.01722345507634
